feature_id,parent_feature_id,source_tracker,surface,feature,entrypoint_or_route,source_evidence,risk_level,user_story,expected_behavior,setup_preconditions,test_command_or_steps,verification_mode,status,evidence,bug_id,bug_summary,bug_repro,fix_status,retest_evidence,last_verified_at,owner_lane,notes,review_status,review_notes,fix_strategy,validation_status
PKG-001,CLI-011,expert-lane/cli-package-inventory,Package CLI,Skill lifecycle helper modules,python -m skill_category; python -m kpi_dashboard; python -m memory_anchor,src/skill_category.py; src/kpi_dashboard.py; src/memory_anchor.py,Medium,"As a maintainer, I can manage categories, KPI markdown/JSON, and memory anchors.","Helper modules backfill categories, render KPI dashboards, and scan/check memory anchors.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_skill_category.py src/tests/test_kpi_dashboard.py src/tests/test_memory_anchor.py,Automated Test,Retested Pass,"PASS: skill lifecycle helper module tests validate category backfill, KPI markdown/JSON rendering, and memory anchor scan/check behavior.",,,,,"PASS: docs/package helper slice reported 121 passed in 1.44s, including skill_category, kpi_dashboard, and memory_anchor tests.",2026-07-02,CLI Lane,Not tracked as project.scripts; package-module behavior needs current-loop validation.,Reviewed by no-mistakes,Focused source/test/docs read plus integration validation; no behavior fix required.,Ponytail: no fix needed; validation-only row update.,Validated by completed goal-loop and no-mistakes gate
PKG-002,CLI-029,expert-lane/cli-package-inventory,Package CLI,Toolbox satellite modules,python -m intent_interview; python -m behavior_miner; python -m council_runner; python -m toolbox_verdict,src/intent_interview.py; src/behavior_miner.py; src/council_runner.py; src/toolbox_verdict.py,Medium,"As a toolbox user, I can interview intent, mine behavior, plan councils, and record verdicts.",Documented toolbox module commands should match the parser verbs exposed by the code.,Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_intent_interview.py src/tests/test_behavior_miner.py src/tests/test_council_runner.py src/tests/test_toolbox_verdict.py,Automated Test,Retested Pass,FAIL: expert-lane inventory found toolbox docs listing stale behavior_miner/council_runner verbs.,QA-CLI-001,Toolbox docs may mention stale behavior_miner/council_runner verbs that no longer match parsers.,Compare docs/toolbox/behavior-miner.md and docs/toolbox/council-runner.md against argparse verbs in src/behavior_miner.py and src/council_runner.py.,Fixed by aligning docs with live argparse verbs and current profile/run-plan data shapes.,PASS: behavior_miner and council_runner help commands show documented verbs; focused toolbox tests 138 passed; MkDocs strict build passed.,2026-06-30,CLI Lane,CLI lane found possible docs drift for behavior_miner and council_runner verbs.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: docs-only correction; code already exposed the smaller tested command surface.,Validated by completed goal-loop and no-mistakes gate
META-001,CLI-001,expert-lane/cli-package-inventory,Package Entry Point,python -m ctx package entrypoint,src/ctx/__main__.py,src/ctx package,Medium,"As a package user, I can launch the flagship ctx harness with python -m ctx.",python -m ctx should delegate to the same behavior as the ctx console script or be explicitly documented as unsupported.,Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_package_scaffold.py src/tests/test_harness_cli_run.py,Automated Test,Retested Pass,FAIL: expert-lane inventory found no src/ctx/__main__.py for python -m ctx.,QA-CLI-002,python -m ctx currently has no package __main__.py entrypoint.,Run python -m ctx --help from an editable install or source checkout; Python cannot execute package ctx without __main__.py.,Fixed by adding a tiny __main__.py that delegates to ctx.cli.run.main.,PASS: PYTHONPATH=src python -m ctx --help exits 0 and shows run/resume/sessions; package scaffold test covers the invocation.,2026-06-30,CLI Lane,CLI lane found no src/ctx/__main__.py despite the flagship ctx console script.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,"Ponytail: one small delegation shim, no duplicate CLI implementation.",Validated by completed goal-loop and no-mistakes gate
QA-USE-001,B-ADAPT-001,expert-lane/cli-package-inventory,Hooks,Usage tracker temp wiki and log path precedence,python -m usage_tracker --sync,src/usage_tracker.py; src/tests/test_usage_tracker.py,High,"As a hook/test harness user, I can point usage tracking at an explicit wiki or log path without ambient local wiki packs hijacking the write.","Explicit wiki_dir, ENTITIES_DIR, and LOG_PATH targets are honored before the default packed wiki fallback is considered.",Repo checkout with Python 3.11+ dev environment and a default ~/.claude/skill-wiki/wiki-packs directory present.,python -m pytest -q src/tests/test_usage_tracker.py,Automated Test,Retested Pass,FAIL: full pytest and isolated test_usage_tracker.py failed because default wiki-packs shadowed monkeypatched ENTITIES_DIR and LOG_PATH.,QA-USE-001,usage_tracker default packed-wiki fallback ignored explicit module-level temp paths when local default wiki-packs existed.,"With ~/.claude/skill-wiki/wiki-packs present, run python -m pytest -q src/tests/test_usage_tracker.py before the fix.",Fixed by making monkeypatched ENTITIES_DIR/LOG_PATH take precedence over default packed-wiki fallback when wiki_dir is not explicitly passed.,PASS: python -m pytest -q src/tests/test_usage_tracker.py -> 42 passed; ruff check src/usage_tracker.py -> passed.,2026-06-30,CLI Lane,Found by current full-suite goal loop after Phase 2 fixes.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: small precedence guard; no rewrite of packed-wiki logic.,Validated by completed goal-loop and no-mistakes gate
US-001,B-REC-001,qa/tool-selection-token-history/tracker.csv,API/CLI/UI,Tool recommendation selection,ctx-recommend; ctx.api.recommend_bundle; ctx__recommend_bundle; /recommend,src/ctx/api.py; src/ctx/adapters/generic/ctx_core_tools.py; src/ctx/cli/recommend.py; src/ctx/monitor/pages/recommend.py,High,"As a programmer or AI engineer, I can select which recommended tools to use.","UI/CLI/API expose selectable state for every suggested skill, agent, MCP server, and harness where supported; select all, none, and subset flows are explicit.",Repo checkout with Python 3.11+ dev environment and graph/wiki recommendation fixture.,pytest src/tests/test_recommendations.py src/tests/test_recommend_cli.py src/tests/test_ctx_monitor.py -q,Automated Test,Retested Pass,"Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-001 retested pass.",,,,,"PASS: Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-001 retested pass.",2026-07-05,API/MCP Lane,Canonical projection of tool-selection/token-history tracker row US-001.,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: no fix needed unless final no-mistakes finds a concrete regression.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
US-002,B-REC-001,qa/tool-selection-token-history/tracker.csv,API/CLI/UI,TLDR descriptions,ctx-recommend; ctx.api.recommend_bundle; ctx__recommend_bundle; /recommend,src/ctx/core/resolve/recommendations.py; src/ctx/adapters/generic/ctx_core_tools.py; src/ctx/cli/recommend.py; src/ctx/monitor/pages/recommend.py,High,"As a user, I can read a concise TLDR for each suggested tool before selecting it.",Each recommendation has a short description plus relevance reason; fallback uses safe existing metadata when description is absent.,Repo checkout with Python 3.11+ dev environment and graph/wiki recommendation fixture.,pytest src/tests/test_recommendations.py src/tests/test_recommendation_surfaces_golden.py -q,Automated Test,Retested Pass,"Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-002 retested pass.",,,,,"PASS: Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-002 retested pass.",2026-07-05,API/MCP Lane,Canonical projection of tool-selection/token-history tracker row US-002.,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: no fix needed unless final no-mistakes finds a concrete regression.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
US-003,B-API-002,qa/tool-selection-token-history/tracker.csv,Knowledge Graph,Related recommendations after partial selection,ctx.api.recommend_related; ctx__recommend_related; ctx-recommend --related-top-n; /recommend,src/ctx/core/resolve/recommendations.py; src/ctx/api.py; src/ctx/adapters/generic/ctx_core_tools.py; src/ctx/monitor/pages/recommend.py,High,"As a user, if I select only some suggestions, ctx proposes related tools.","Related rows are generated from graph/category/tag neighbors, exclude selected/rejected/unavailable/deprecated rows, and include reason text.",Repo checkout with Python 3.11+ dev environment and graph/wiki recommendation fixture.,pytest src/tests/test_recommendations.py src/tests/test_harness_recommendations.py -q,Automated Test,Retested Pass,"Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-003 retested pass.",,,,,"PASS: Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-003 retested pass.",2026-07-05,API/MCP Lane,Canonical projection of tool-selection/token-history tracker row US-003.,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: no fix needed unless final no-mistakes finds a concrete regression.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
US-004,B-HAR-009,qa/tool-selection-token-history/tracker.csv,Runtime Lifecycle,Tool activation tracking,ctx__load_entity; ctx__mark_entity_used; ctx__session_state,src/ctx/adapters/generic/runtime_lifecycle.py; src/ctx/adapters/generic/ctx_core_tools.py,Critical,"As a user, selected tool activation is recorded with session/system context.","Activation records include entity id/name/type, timestamp, privacy-safe session context, user-selected vs system-selected source, and source context.",Repo checkout with Python 3.11+ dev environment and temp runtime lifecycle directory.,pytest src/tests/test_harness_ctx_core.py -q,Automated Test,Retested Pass,Phase 7 focused harness-core retest passed (70 passed); full pytest and ci_preflight also passed.,,,,,PASS: Phase 7 focused harness-core retest passed (70 passed); full pytest and ci_preflight also passed.,2026-07-05,Telemetry/Release Lane,Canonical projection of tool-selection/token-history tracker row US-004.,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: no fix needed unless final no-mistakes finds a concrete regression.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
US-005,LANE-D-006,qa/tool-selection-token-history/tracker.csv,Telemetry,Token usage KPI,ctx__mark_entity_used.token_usage; /runtime; /api/runtime.json,src/ctx/adapters/generic/runtime_lifecycle.py; src/ctx/telemetry/__init__.py; src/ctx/cli/run.py; src/ctx/monitor/services/runtime.py,Critical,"As a user, I can see token usage per selected and activated tool.",Exact input/output/total tokens are recorded only with per-tool correlation; session totals stay session-level; estimated/unavailable values are labeled honestly with reason; API/dashboard expose the data; lifecycle token-usage metrics share the lifecycle event trace/span.,Repo checkout with Python 3.11+ dev environment and temp runtime lifecycle directory.,pytest src/tests/test_enterprise_telemetry.py src/tests/test_harness_cli_run.py -q,Automated Test,Retested Pass,"PASS: token usage lifecycle fixtures cover skill, MCP, and agent entity types; lifecycle usage metrics now share the lifecycle event trace/span.",AUDIT-017,"Lifecycle token-usage metrics were emitted before the lifecycle span, so metric correlation could point at the parent CLI span.",Record token_usage through ctx__mark_entity_used and compare metric trace/span attributes with the lifecycle event before the fix.,Fixed,PASS: .venv/bin/pytest src/tests/test_harness_ctx_core.py -q --tb=short -> 74 passed; tracker suites also passed locally.,2026-07-05,Telemetry/Release Lane,"Canonical projection of tool-selection/token-history tracker row US-005, updated for lifecycle metric span correlation.",Reviewed by no-mistakes,no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC reached passed after review/test/document/lint/CI; post-merge stats cleanup PR #239 also passed.,Ponytail: correlate existing metric emission with the lifecycle span; no new token accounting model.,Validated by focused regressions and no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged as 90babdd and post-merge inventory cleanup merged as PR #239.
US-006,LANE-D-006,qa/tool-selection-token-history/tracker.csv,Persistence,Historical usage,runtime lifecycle session_state; /runtime; /api/runtime.json,src/ctx/adapters/generic/runtime_lifecycle.py; src/ctx/monitor/services/runtime.py,High,"As a user, I can view historical token usage per tool over time.","Usage history persists across sessions and can be aggregated by tool, type, session, and source.",Repo checkout with Python 3.11+ dev environment and temp runtime lifecycle directory.,pytest src/tests/test_harness_ctx_core.py src/tests/test_ctx_monitor.py -q,Automated Test,Retested Pass,"Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-006 retested pass.",,,,,"PASS: Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-006 retested pass.",2026-07-05,Telemetry/Release Lane,Canonical projection of tool-selection/token-history tracker row US-006.,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: no fix needed unless final no-mistakes finds a concrete regression.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
US-007,DASH-PAGE-006A,qa/tool-selection-token-history/tracker.csv,Dashboard,Dashboard support,/recommend; /runtime; /api/runtime.json,src/ctx/monitor/services/runtime.py; src/ctx/monitor/pages/ops.py; src/ctx/monitor/pages/recommend.py; src/ctx/monitor/api/readonly.py,High,"As a user/admin, I can see tool-selection and token-history KPIs in the dashboard.","Dashboard shows totals, recent usage, history, user-vs-system selected source, and empty/error/unavailable states.",ctx-monitor route fixture or browser-capable dev environment.,pytest src/tests/test_ctx_monitor.py src/tests/test_monitor_testing_api.py src/tests/test_dashboard_smoke.py -q,Automated Test,Retested Pass,Phase 7 browser monitor security gate passed (11 passed); ci_preflight --profile pr passed 19/19.,,,,,PASS: Phase 7 browser monitor security gate passed (11 passed); ci_preflight --profile pr passed 19/19.,2026-07-05,Dashboard/Docs Lane,Canonical projection of tool-selection/token-history tracker row US-007.,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: no fix needed unless final no-mistakes finds a concrete regression.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
US-008,PYAPI-001,qa/tool-selection-token-history/tracker.csv,Parity,API/CLI/UI parity,ctx.api; ctx-recommend; CtxCoreToolbox; ctx-mcp-server; LoopFlow adapter; /recommend,src/ctx/api.py; src/ctx/adapters/generic/ctx_core_tools.py; src/ctx/mcp_server/server.py; src/ctx/adapters/loopflow.py; docs,High,"As a user, behavior is consistent across API, CLI, MCP/core toolbox, LoopFlow, and dashboard.",Shared semantics are reused; differences are documented only where necessary.,Repo checkout with Python 3.11+ dev environment and graph/wiki recommendation fixture.,pytest src/tests/test_public_api.py src/tests/test_mcp_server.py src/tests/test_loopflow_adapter.py -q,Automated Test,Retested Pass,"Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-008 retested pass.",,,,,"PASS: Phase 7 passed full pytest (4431 passed, 2 skipped) and ci_preflight --profile pr (19/19); supporting tracker US-008 retested pass.",2026-07-05,API/MCP Lane,Canonical projection of tool-selection/token-history tracker row US-008.,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: no fix needed unless final no-mistakes finds a concrete regression.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
QA-001,LANE-D-039,qa/tool-selection-token-history/tracker.csv,QA,Regression suite,src/tests; scripts/ci_preflight.py; no-mistakes gate,src/tests; scripts/ci_preflight.py; qa/tool-selection-token-history/tracker.csv; src/ctx/monitor/testing.py,Critical,"As a maintainer, I can ship without breaking existing recommendation/telemetry/dashboard behavior.","Focused milestone tests, ruff, mypy, full pytest, ci_preflight, and no-mistakes pass.",Repo checkout with Python 3.11+ dev environment and no-mistakes remote available.,python scripts/ci_preflight.py --profile pr; no-mistakes axi run --intent ...,Automated Test,Retested Pass,"Phase 7 passed ruff format/check, mypy, full pytest (4431 passed, 2 skipped), ci_preflight --profile pr (19/19), stats check, docs build, public tracker tests, and final no-mistakes validation in run 01KWSCY4EF01EXWSHYB5SGS4BC; post-merge inventory cleanup PR #239 also passed.",,,,,"PASS: Phase 7 passed ruff format/check, mypy, full pytest (4431 passed, 2 skipped), ci_preflight --profile pr (19/19), stats check, docs build, public tracker tests, and final no-mistakes validation in run 01KWSCY4EF01EXWSHYB5SGS4BC; post-merge inventory cleanup PR #239 also passed.",2026-07-05,Telemetry/Release Lane,Canonical projection of tool-selection/token-history tracker row QA-001.,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: no code fix pending after final gate.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
IMPORT-001,,expert-lane/cli-package-inventory,Maintainer Import,DesignDotMD skill importer,python src/import_designdotmd_skills.py,src/import_designdotmd_skills.py; src/tests/test_import_designdotmd_skills.py,Critical,"As a maintainer, I can preview or install DesignDotMD skills portably with failed manifest preflight leaving the target unchanged and without path escape permission loss or source corruption.",Dry-run never writes; install preserves valid YAML and modes preflights the whole manifest resolves the trusted target root once anchors descendant writes across supported platforms rejects malformed inputs concisely reports NEW or UPD truthfully and remains idempotent.,Checked-in DesignDotMD manifest or isolated fixture.,.venv/bin/python -m pytest -q src/tests/test_import_designdotmd_skills.py --cov=import_designdotmd_skills --cov-report=term-missing --cov-fail-under=90,Automated Test,Retested Pass,PASS: local focused security coverage and real 156-entry dry-run remain green; GitHub Windows job 88008245118 passed the importer suite natively.,AUDIT-060; AUDIT-065,Previous portability permission path-race partial-install and special-file defects are fixed and validated on Windows.,Run the existing install update and junction fixture through targeted high-risk CI.,Fixed,PASS: Windows Server 2025 with CPython 3.12.10 executed all importer suites as part of 214 passed and 17 skipped; reviewers found no remaining P0-P3 issue.,2026-07-20,Security/Supply Chain Lane,Real 156-entry dry-run is green and native Windows execution is recorded in run 29618367990.,Approved by independent experts,Security maintainability and native platform evidence all approve the bounded importer.,Ponytail: retain the portable anchored importer and adversarial tests without broader redesign.,Validated by local security tests real corpus and native Windows CI
IMPORT-002,,expert-lane/cli-package-inventory,Maintainer Import,Matt Pocock skill importer,python src/import_mattpocock_skills.py,src/import_mattpocock_skills.py; src/tests/test_import_mattpocock_skills.py,Critical,"As a maintainer, I can preview or install Matt Pocock skills portably with per-file atomic commits recoverable convergence and rejection of escapes aliases and staged tampering.",Dry-run never writes; install resolves a trusted root preflights all destinations uses descriptor-anchored or fail-closed paths validates staged and recovery payload identity mode and digest commits each file atomically preserves an independent recovery snapshot reports critical cleanup failures converges by idempotent rerun and reports NEW UPD or unchanged truthfully.,Checked-in Matt Pocock manifest or isolated fixture.,.venv/bin/python -m pytest -q src/tests/test_import_mattpocock_skills.py --cov=import_mattpocock_skills --cov-report=term-missing --cov-fail-under=90,Automated Test,Retested Pass,PASS: 93 focused tests at 90.46 percent and real 28-entry dry-run evidence remain green; native Windows execution passed in job 88008245118.,AUDIT-060; AUDIT-066,Previous fallback parent staged payload recovery integrity partial-commit mode trusted-root and status defects are fixed and validated natively.,Run focused existing-directory replacement missing-directory fail-closed and platform guard cases on Windows.,Fixed,PASS: Windows Server 2025 with CPython 3.12.10 executed all importer suites as part of 214 passed and 17 skipped; full mypy and focused Ruff are clean.,2026-07-20,Security/Supply Chain Lane,Fsynced recovery snapshots are independent of canonical files and native execution is recorded in run 29618367990.,Approved by independent experts,Security maintainability recovery and platform evidence report no remaining P0-P3 finding.,Ponytail: retain per-file atomic recovery idempotent convergence and fail-closed platform behavior without multi-file transaction machinery.,Validated by local recovery tests real corpus and native Windows CI
IMPORT-003,,expert-lane/cli-package-inventory,Maintainer Import,Strix skill importer,python src/import_strix_skills.py,src/import_strix_skills.py; src/tests/test_import_strix_skills.py,High,"As a maintainer, I can preview or install Strix skills without manifest-driven source or destination traversal.",Whole-manifest preflight rejects traversal canonical aliases and hard links; final-write validation rejects symlink swaps; dry-run never writes; install preserves attribution reports NEW or UPD truthfully and is idempotent; expected CLI failures stay concise.,Checked-in Strix manifest or isolated fixture.,.venv/bin/python -m pytest -q src/tests/test_import_strix_skills.py --cov=import_strix_skills --cov-report=term-missing --cov-fail-under=90,Automated Test,Retested Pass,PASS: 40 focused tests at 90.33 percent coverage and independent containment review remain green; native Windows execution passed in job 88008245118.,AUDIT-060; AUDIT-064,Local containment defects and the checked-path fallback are fixed and validated natively.,Run the focused Strix install update and containment suite through the targeted Windows job.,Fixed,PASS: Windows Server 2025 with CPython 3.12.10 executed all importer suites as part of 214 passed and 17 skipped; focused Ruff diff checks and full mypy pass.,2026-07-20,Security/Supply Chain Lane,macOS and native Windows Python 3.12 evidence are current.,Reviewed by independent expert,The containment patch and required native platform execution are approved.,Ponytail: retain the bounded importer hardening and adversarial tests without broader redesign.,Validated by focused containment tests and native Windows CI
WIKI-OPS-001,,expert-lane/cli-package-inventory,Maintainer,Local wiki operator suite,python src/wiki_orchestrator.py and companion wiki commands,src/batch_convert.py; src/catalog_builder.py; src/flatten_agents.py; src/link_conversions.py; src/versions_catalog.py; src/wiki_batch_entities.py; src/ctx/core/wiki/wiki_lint.py; src/ctx/core/wiki/wiki_query.py; src/ctx/core/wiki/wiki_sync.py; src/wiki_orchestrator.py,High,As a maintainer I can inspect convert and reconcile a local wiki without silent partial success,Read-only commands do not mutate; mutating commands update intended artifacts idempotently distinguish missing from broken canonical capabilities and surface every partial failure nonzero with non-perfect health; link_conversions requires a real non-symlink wiki root rejects symlinked guarded paths writes physical pages atomically and mirrors installed-pack updates to the active overlay,Isolated fixture wiki and skill or agent sources,.venv/bin/python -m pytest -q --no-cov src/tests/test_batch_convert.py src/tests/test_catalog_builder.py src/tests/test_link_conversions.py src/tests/test_lint.py src/tests/test_query.py src/tests/test_orchestrator.py src/tests/test_wiki_batch_entities.py,Automated Test,Retested Pass,PASS: main combined wiki operator slice passed 213 tests and independent reviewer compatibility evidence passed 269 tests with no P1 P2 or P3.,AUDIT-061,Broken canonical fallback false perfect health and unstructured ensure_wiki failures were reproduced and fixed.,Exercise present-broken versus absent skill_add failed sync health ensure_wiki exception dry-run atomic physical writes and installed-pack overlays.,Fixed,PASS: canonical failures exit clearly ensure_wiki remains structured sync displays FAILED below 100 and all retained commands remain green.,2026-07-16,Graph/Wiki Lane,Canonical wiki_sync and link_conversions.run signatures plus missing-wiki nonwriting behavior were independently verified.,Approved by independent expert,Fresh reviewer reproduced all three prior P2s as fixed and found no remaining issue.,Ponytail: distinct loader outcome structured exception capture and explicit failed status.,Retested and independently approved in current audit phase
HOOK-004,,expert-lane/cli-package-inventory,Hooks,Skill write detection hook,PostToolUse Write/Edit skill_add_detector,src/skill_add_detector.py; src/tests/test_skill_add_detector.py,High,As a Claude Code user I can have written or edited installed skills reconciled and large skills converted without blocking my edit,The hook accepts stdin tool payloads ignores unrelated or malformed events serializes catalog reconciliation across concurrent sessions upserts exactly one current row for each qualifying skill and hands large skills to conversion with truthful neutral output,Temporary HOME registry catalog and skill files,.venv/bin/python -m pytest -q --no-cov src/tests/test_skill_add_detector.py src/tests/test_inject_hooks_security.py,Automated Test,Retested Pass,PASS: 54 integrated hook/security tests preserve catalog rows and verify neutral Skill wording for an existing long-skill Edit refresh.,AUDIT-067,The conversion notice previously labeled an existing Edit refresh as New skill.,Edit an existing over-threshold installed SKILL.md through the from-stdin hook and inspect the conversion notice.,Fixed,PASS: commit 7b64ac8e replaces the inaccurate prefix with neutral Skill wording; the exact Edit regression and independent review pass.,2026-07-20,CLI Lane,The complete read-modify-write transaction uses the existing cross-platform file lock without nested locking.,Approved by independent reviewer,The data-integrity behavior and human-facing refresh output are both approved.,Ponytail: retain the hardened transaction and change only the inaccurate qualifier plus its regression.,Retested by 54 integrated tests independent review and clean static gates
B-LOOP-006,CLI-049,expert-lane/api-mcp-harness,Agent Loop,Opt-in loop skill provisioning,allow_loop_tools and provision_skills,src/ctx/adapters/generic/loop_tools.py; src/tests/test_loop_tools.py,High,As an agent-loop host I can opt into ctx skill recommendations and install only an allowlisted bounded set,Provisioning is disabled by default validates the goal and limits copies to recommended safe skill directories while reporting installed skipped and failed results,Fixture wiki and skills directory with explicit loop-tool permission,.venv/bin/python -m pytest -q --no-cov src/tests/test_loop_tools.py,Automated Test,Tested Pass,PASS: combined discovery slice passed 49 tests including the complete test_loop_tools.py provisioning contract.,,,,,,2026-07-15,API/MCP Lane,New canonical story created by exact production-module attribution audit.,Reviewed locally,Existing focused tests cover opt-in gating bounded recommendations copies reruns invalid goals and toolbox exposure.,No fix unless a later end-to-end host test reproduces a defect.,Validated by focused automated behavior tests
IMPORT-004,,expert-lane/cli-package-inventory,Maintainer Import,Skills.sh catalog importer,python src/import_skills_sh_catalog.py,src/import_skills_sh_catalog.py; src/tests/test_import_skills_sh_catalog.py,High,As a maintainer I can discover checkpoint and import Skills.sh catalog entries without duplicating or losing progress,Importer validates catalog records hydrates approved entries writes deterministic outputs and resumes from checkpoints without reprocessing completed work,Isolated catalog responses output directory and checkpoint,.venv/bin/python -m pytest -q --no-cov src/tests/test_import_skills_sh_catalog.py,Automated Test,Tested Pass,PASS: combined discovery slice passed 49 tests including the Skills.sh importer behavior suite.,,,,,,2026-07-15,Security/Supply Chain Lane,New canonical story created by exact production-module attribution audit.,Reviewed locally,Existing tests cover catalog totals sitemap hydration output and checkpoint behavior.,No fix unless integrated catalog execution reproduces a defect.,Validated by focused automated behavior tests
DASH-NAV-001,DASH-001,expert-lane/cli-package-inventory,Dashboard Function,Persistent draggable navigation,dashboard navigation drag and reset controls,src/ctx/monitor/layout.py; src/tests/test_ctx_monitor.py,Medium,As a dashboard user I can reorder navigation and reset it without losing routes,Navigation tabs are keyboard-safe draggable persist a validated order locally and reset to the complete default route order,Rendered dashboard shell,.venv/bin/python -m pytest -q --no-cov src/tests/test_ctx_monitor.py -k layout_nav,Automated Test,Tested Pass,PASS: combined discovery slice passed 49 tests including draggable persistent resettable navigation assertions.,,,,,,2026-07-15,Dashboard/UX Lane,New canonical story created by exact production-module attribution audit.,Reviewed locally,Layout behavior is distinct from individual dashboard page stories and has direct rendering evidence.,No fix unless browser retest finds an interaction regression.,Validated by focused rendering tests; browser integration remains covered by dashboard suite
